Review,Rating
"does not deserve rated booked hotel hotwire hotel staff charged cc time, calling times speaking manager accountant refuse money, saying bank account second- bunch bs,  ",1
"weekend villas seeing patriots crush dolphins stayed nights bed/two bath villa marriott villas doral, booked reservation early spring planning trip ball game, price 189.00/night inluded round golf, green fees 145.00 bargain, arrived learned pool closed resurfacing bummer wife not going game sunday guys, allowed use pool street hotel golf club, free shuttle 100 yards.we actually got free golf passes check saved 145.00 got 10 quoted rate 179.00, real weekend far cost room.the villa large clean equipped kitchen, master bath large shower huge tub, water plentiful hot a/c worked great.the staff curtious helpful, no attempt sell timer share, printed return boarding passes arranged shuttle wife airport sunday, extended checkout time 2pm, helpful.the negative weekend went resort street breakfast saturday valet park car 45 minutes, charged 11.00 valet car n't known cost, did n't complain light free round golf got.the golf great game better,  ",5
"paper walls know bad sneeze people room bless actually happened, hear lightest sounds neighbors n't loud people, ca n't imagine staying biggest lack privacy experienced hotel,  ",2
"great vacation-iberostar great, room renovated room king size bed, room lovely clean, bathroom good size clean hairdryer worked intermittently, maid kept mini-bar stocked room clean.food food restaurants make reservations better restaurant buffet, gourmet restaurant lacouple jambalya restaurant good, steakhouse just ok. buffets good got repetitive, virtually food choices night really, said drink water restaurants recommend not friend did did n't, got sick did n't drinks unlimited drinks provided, unusually sweet good selection, pool not serve drinks bar pool them.pool good size plenty chairs nice swim bar lots activities, pool near swim bar kept regularly, little dirty.beach beach kept plenty chairs, topless sunbathing allowed alot europeans resort took getting used,  ",4
"not great family riu palace macau april 13-16 2004. ok definitely not special, room n't ready 6:30pm checked, food greasy cover food flies n't sit, better quality food salad bar deli, nothing local tastes originally dominican republic, pool small beach just ok. punta cana way commercialized, looking secluded beach wo n't, specifically asked kids club entertainment children, kid club consists small area expected child, spent vacation babysitting, definately not worth going,  ",2
"horrifying stay life husband treated guests hong kong trip booked imperial hotel, not embarassed arrived place, entering lobby checking bell boy loitering area, just looked suitcases did not offer assist rooms, just start.when got 17th floor room located instantly dismayed rooms floor construction, no attempt cover rubble construction mess plain view, garbage bag middle hallway, entered room tiny, bathroom tinier, really skinny use toilet not space wall bathtub toilet located.the glasses provided bathroom smudgy not washed occupant left.the bed cover old caused itch, removed bed cover blanket worn looked uncomfortable, worst removed blanket bedsheet stain looked like blood.the towels no better, towels provided stains, bathroom amenities terrible, hotel stingy shampoo contained sachets, hotel shampoo provided sachets, toothpaste tasted like putty did not produce foam, bristles toothbrush came loose mouth using it.cleanliness not priority imperial hotel, cleaning lady came room changed sheets thank god, bed nothing, failed clean big mud spot middle bathroom impossible miss.forget sleeping disturbed staff not care peace quiet, cleaning lady knocked door asking clean, replied not came times span minutes, day leaving 35 guests plus luggage lobby waiting shuttle, moment shuttle came manager asked husband group leave, husband completely rude told manager group ask guests loitering lobby leave, manager backed off.we actually arranged stay night imperial hotel guests left, never-ending horrors hotel led look room remaining night hotel, guess room marco polo hong kong hotel cost hkd100 booking extra night imperial, needless say flash.after stay imperial marco polo hong kong hotel heaven, n't difficult hotels nightmare imperial hotel,  ",1
"definately not 4 star hotel arrived reception staff not happy helpfull, gave room 6th floor, lifts, got room 2 maintance guys working room adjacent banging hammering floor having new floor general work, went straight asked moved, moved end floor room overlooking main junction outside hotel, rooms supposed sound proofed, kept hearing car horns, did n't know turn lights, ask reception, door card seperate slot door activate lights, nobody told, assumed stay hotels time.free minibar not worrth 8 bottles, 4 bottles fizz 2 bottles water 2 bottles beer small.no safe thought standard hotels no music stated brochure online.loose floor tiles bathroom dodgy plaster wallpaper holes.on plus sidebrilliant location right centre barcelona, main renfe rail link airport 1min walk, passeg gracia,  ",2
"poor quality attended company convention ec 24-29 march.firstly no way resort 5* like 3*.surroundings pleasant nice views, massively overpriced fees'/taxes add 27, hyper expensive mediocre quality, room not clean service poor, shower not working/no face towels available time hotel laundry equipment not working summed initial experience check, arrived mediocre room, called reception enquired chance moving renovated hotel, response renovated hotel, said p.s, make international phone hotel room, did stupidly minute uk led charge 70, added overall feeling ripped, n't mind paying rates hotel n't not,  ",2
"disappointed, booking expedia got assigned room average view not elevated floor requested specifically issues housekeeping no attention details hair arrival carpet stains no proper restocking towels soap coffee constantly make requests express annoying.i hotel charmless cold return.other staff friendly,  ",2
"fantastic stayed langham early sept 3 nights, traveling wife 4-year old booked residence suite pre-ordered transfer airport, great choice, arrived early morning london transfer desk easily, offered cold drinks welcome package nice treat, immediately took luggage escorted car, arrival hotel meet receptionist took club floor check-in, offered drinks checked, given introduction club l amenities offered hotel, early wait 20 minutes room 3707 ready, helped espressos club going, staff club excellent, helpful asking stay, time addressed entering club.our 1 bedroom suite huge based hk standards, nicely furnished kitchen 3 different personal haagen-daaz treats freezer, excellent views partial view hong kong island don__Ç_é_ expect great views harbor far inland, included office bath washer/dryer nice touch, bathroom huge walk-in closet, wifi free suites huge plus considering hotel charged usd35 day, breakfast included rate choice breakfast club lobby restaurant, choose buffet breakfast lobby excellent choices, langham connected indoor bridge huge shopping mall lots food choices supermarket, tried restaurants son jetlagged didn__Ç_é_ want far, provided access mtr allowed easily travel lived hk 10 years ago knew way swimming pool roof nice warm, gym excellent multiple machines plenty space.check club l fast, car waiting downstairs luggage.don__Ç_é_ mongkok area, lots locals shop area mtr puts close, langham mongkok excellent choice,  ",5
"extremely late review, wife stayed weekend, just felt warn problem big problem encountered, hotel nice beach beautiful rooms little worn.the food ok grounds beautiful.now big big problem maybe just isolated problem no encountered.while wife kept waking morning looked like bug bites upper leg.over course days developed rash.we went hotel doctor told type heat rash away calamine lotion, got itchier itchier not away lotion.upon returning home went doctor absolutely horrified contracted scabies.he gave cream apply went away course weeks told doctor d.r, known immediatly markings obvious.it ruined nice trip, iberostars problem like say persons lack cleanliness.i e maid not cleaning sheets bed masuesse using dirty linnins possibly dirty towels happen anywhere.nevertheless not return,  ",3
"amazingly stylish good value stayed nights hotel jazz great time, best 3* hotel, rooms factor entering bathrooms great, definitely succeeded creating boutique hotel people tighter budget.we service really good staff helpful sitting roof terrace drinks overlooking city holiday highlight, really located too.the criticism pool quite small shallow, pretty darned good 3* city hotel pool good fun cooling skyscape level,  ",5
"wonderful stayed 2 nights special birthday celebration weekend, staff friendly hospitable, accommodations comfortable immaculate, 2nd floor lounge real plus beverages/snacks available 24 hours, n't miss wine/cheese 5-8 piano player friday nights, location right time square stay feel left city, totally quiet relaxed atmosphere, definitely place stay future trips new york,  ",5
"hotel amazing, boyfriend stayed bavaro princess march 9-16 2007. little apprehensive reading bad reviews posting review tell thinking staying not worry-this place beautiful, loved winding scenic trails property room minute walk beach pool ideal location, n't like walk lot trams run 5 minutes, beach breathtaking weather great, food really good especially sakura el gaucho, did not sick ate just remember alcohol fruit drinks mess stomach not food makes people sick, travel apple vacations definitely recommend going evening beach party-it delicious, clean unlike negative reviews did not single bug room, tip maids bartenders great care, people said service bad probably did n't tip complain little thing, employees work really hard serve wait little service vacation, thing-plan ready check 15 minutes earlier hotel tells check-out line huge missed transfer airport, stay wonderful ignore bad reviews plan having great trip,  ",5
"room 318 black hole, avoid room 318. stayed room 5 nights 27 september, room ok trifle dowdy window obscured enormous dome conference suite, meant daylight did not penetrate need room inadequate lights hour day leave hotel weather like, staff not helpful entrances stairs reception struggle considerable luggage, good location not good value money paid,  ",2
"not good sofitel london love sofitel london vist new york coming thought try new york sofitel.i booked directly hotel telling usual 3pm check no problem told, guess delays arived 2:30 told needed wait, swift dicussion duty manager sorted things not great way start stay, promised breakfast came check forgotten, not great customer focused hotel, rooms good exec suite corner room windows sides not level comforts london pay room service tea/coffee, 500 night expect able make cup tea pay additional 20 tip, ok hotel good location near times square not high standards sofitel usually set,  ",2
"great location rock hard beds, stayed lots moderately priced hotels big cities number thing look location, hotel great base camp plan spending time exploring city, 2 minute walk metro stop insurgentes pink line want city accessed metro, mexico city huge things closer really, mediocre restaurants hotel sanborns vips neaby really no reason eat hotel not adventurous look authentic places eat, short walk independence angel strolling paseo la reforma nice way digest dinner, good indoor market nearby opens 10 picking souvenirs crafts, just fyi right street bunch gay bars area lively night lots pda, homophobe unfamiliar metropolitan areas travelling young children kept sheltered problem, hotel itself- large hotel n't lot personal service, area overall little noisy downtown big city lot police presence, adequate space room bathroom fact european standards place huge, views nice better upper floors course, room decor hideous pool tiny rarely room swim cares, probably complaint beds hardest slept life pillows like sacks old heavy clothes, choose not stay reason, oh daughter shelby just reminded toilet got clogged n't shampoo, taxis not nearly cost-prohibitive cites n't choose metro does ridiculously crowded great base camp, travelled 4 7 11 year old ride special section metro kids, definitely visit zocalo chapultepec park especially palace museum anthropology basilica guadalupe xochimilco, day trip pyramids, beaten path leon trotsky house lived murdered exile russia freida kahlo diego rivera home educational worthwhile, 6 days not amazing city, hotel good value great time mexico city, traveller needs plush accomodations hangs hotel want spend little,  ",3
"pretty good funky nice property booked weekend luxury link included gift cards food restaurant downstairs champagne chocolate strawberries.the rooms nice, quite spacious beautiful linens, frette towels face stockholm toiletries, gave 4* thought service ok not spectacular, nothing wrong not particularly friendly helpful hotel costs 200 night.the restaurant downstairs good busy locals, tom douglas pizza restaurant fabulous, block 2 away, im not sure open stayed andra subsequently visited restaurant great easy walk central shopping area 5 blocks pike place market, walked seahawks game, block 2 felt bit uneasy dark homeless people doorways fine, probably n't walk female, nice weekend lovely intimate hotel,  ",4
"loved, stayed bahia principe punta cana march 2005 really loved, hotel stunning stayed said thing, staff work really nice women kind stand offish did n't really want serve friendly, no problems room parents n't happy pay money safe rooms really clean taken care, resort right beach white sand turquoise water really inviting spent time laying pool, tip poolside chairs early, 8am probably best, stuff went breakfast guaranteed spot shade does really hot, activities join poolside dancing aerobics water polo, nightly entertainment good spoke spanish did n't understand lot, young 21 harder people age upscale problem, check big pain butt 10pm flight check noon meant clear room luggage storage closet n't kept locked people went, shower ready wait bus grab room wait 20 minutes people just hanging alloted time, no came clean room, really gross showering not fun, pretty annoyed point wanted home thought, honestly amazing place stay heartbeat, trying plan vacation right reason site, afraid book good quality, thank later,  ",4
"great place stay amsterdam amsterdam couple times year stayed different hotels time, swissotel probably best stayed, location unbeatable right dam square, hotel nicely trendy austere rooms nice size, showers incredibly powerful vey invigorating morning heavy night, buffet breakfast good good value included rate, highly recommend returning point,  ",5
"dump town conference night stay, got say really disappointed, got room mezzanine level 20 foot high floor-to-ceiling windows overlooked garbage dump, constant noise hours night, toilet broken shower alternated hot water cold, location-wise place great got door opens bourbon st. customer service distant desk called let know flight cancelled day later not charged night,  ",1
"worst hotel experience, stayed mont blanc barcelona pre-cruise stay booked norwegian cruise lines 24 hours bag stolen inside hotel, thieves remained premises, husband__Ç_é_ intervention prevented going room emptying safe, staff later let slip theft safe day.security hotel dire, reason room safe keys clearly marked room number, no-one security weekend ncl guests function rooms used people outside hotel, cctv cameras unavailable.staff assured report theft police failed leaving no time left report coach arrived ship, theft hotel staff extremely rude patronising adding insult injury, no-one hotel came speak nor private discuss happened, clear theft happened hotel lookout couldn__Ç_é_ care, room overlooked pool terrace quiet comfortable beds adequate storage exercise bike, breakfast buffet style mediocre thermos jugs coffee hot water, eggs bacon available request.we paid nights bed breakfast double room,  ",1
"worst jw marriott stayed, 1st glance jw marriott like hidden gem miami downtown hotels 2nd glance poorly run franchise hotel bad staff faulty maintanance issues.i checked wednesday march 1st 2 night stay, arrived airport 10:30 pm immediately called hotel let know coming, told wanted order room service got ready arrived, lady phone hold said confirm order dinner menu 11:00 pm, hold 7 minutes came phone, called times did thing finally spoke night manager named florencia best person works took order, just beginning horror experienced checked room 2123 concierge floor, room numerous maintenance problems 1 tv volume control did not work2 air conditioner strange noise3 curtain falling offi got know engineer trip.the day spoke general manager named florencia told happened, did n't offer room tried say upgrade suite 299.00 night, n't believe 30 minutes arguing agreed comp previous night, mean discussion ridiculous, anyways literally got no sleep night viewing new room proceeded fall asleep original room dead tired, got phone 4:00 pm desk manager told hotel sold not soooo tired, told just stay original room tired said okay, got went eat came 11:30 pm room, time line 1 phone did n't work came engineer tried hour fix phone no luck, woke 4:00 little hungry called room service cereal milk, kicker ca n't drink 2 milk stomach problems told order taker like skim milk said 3 times, think waiter brings room, 2 milk course, kicker tried tell 5 minutes milk brought skim believed looked ultra carefully determined 2, finally screamed not skim milk said oh skim milk not 2, just looked shook head disgust, summed stay horrible excuse marriott, line decides stay need aware staff n't speak good english 1 service button handles departments ask let say desk extension, lastly general manager property florencia forget worst general manager seen, tried asking boss not tell corporate office kept saying, fially gentleman named mr. glass owns hotel tried reach unsuccessfully.sorry long review needs know experienced horrible hotel, told gm post review trip advisor did not care maybe people n't stay,  ",1
"dump glorified 6 motel complete popcorn ceiling views people rooms old dirty outdated decor cares suites bad, did n't great views restaurant atop hill no better roadside dumper, travelodge crowd obviously does love,  ",1
"just recently got resort, start arrived took desk hour check, rooms ok nothing special, beach nice, resort overall ok. food drinks nothing great, service slow desk people unprofessional rude, problem rain flooding room night, asked our1st floor room changed 11:00am said yes come 3:00 check time, sitting lobby wet 4 hours went fromt desk 3:00 told no rooms flooding smelly room, not wait 2 hours new room, ordeal spoke 6 7 workers no help stood talking spanish laughing thinking big joke, not resort punta cana, i'lll stick mexico know treat americans right,  ",1
"good bad ugly goodnew hotel quiet townclose metro old town trolley stops directly hotelcabs available desk staff helpful came checking outour group arrived lunch 2:30 time lunch not served bartender asked kitchen prepare lunch maybe westin consider having teach customer service class members staffthe rooms large clean beds comfortablethe bada reviewers mentioned true wall paper thinthe concierge service inconsistent answer phone times don'tthe goes shuttle service nice day service 7 days weekinconsistent service sauciety hotel restaurant starbucks lobby does not accept starbucks cardsthe uglysome staff sauciety hotel restaurant need customer service training, group brunch sunday aug. 10 2008 came horrific waitress grave displeasure meeting, seated came seated approximately 15 minutes, offered orange juice told like tea service juices later, serving tea bothered return table remove dishes, did returned rudely tea caddy table, asked finished needed additional assistance, mind attentive table directly opposite, hotel management hearing situation detail.i stay hotel truly believe just experiencing temporary growing pains,  ",4
"trip lifetime wife palace honeymoon july 14-19. say reading reviews scared considered changing plans, thank goodness didnt, asia europe caribbean, doubt enjoyable trip taken, booked fun jet perfect, picked airport mini van taken directly hotel, checked immediately.room room spacious clean comfortably cold.food biggest fear food, crazy, food great, breakfast consists want, consistently ate lunch beach grill building stayed, walk refrigerated glass case make pick burgers beef pork kabobs steak pork chops chicken fish calamari cook right, best quality beef, course not grass fed likely grade select, reminder youre not country grain feed livestock, salads rice beans baked potatoes fries, flies bugs, certainly no backyard bbq, week ate, beef cooked med rare ordered, stomach problems, nor did couples spent lot time, dinner ate buffet spanish place pool mexican place twice steak house medallions good states, thing learned resort employs food quality assurance firm england oversee food safety, mind coconut natural laxative, sit beach pool day drinking dozen pina coladas problems punta cana house.beach incredibly beautiful kept topless, palm trees beach pleasant offer shade desired.staff spanish speaking, years high school spanish did trick, spoke english spanish, bend backwards, think treat, morning left 4 dresser maid, returned, not unless little maid sign cash.activities went monster truck tour, wonderful worth 80 person, takes mountains true culture everyday life people, end lodge river eat wonderful lunch swim river, note want shop wait trip, markets near beach bad deals, shouldnt pay 2 bag coffee 4-6 bottle rum, chartered offshore boat 550 half day, strike disappointing, went horseback ride ranch not far away ride ranch beach stop eat/drink fresh coconut, let run horses care to.the trip flawless got home unpacked, baggage handler punta cana san juan dallas austin stole camcorder checked bag, known better dont check dont want stolen, lesson learned, away resort tell palace far place stay, agree, review comes advertisement, just hate wonderful resort portrayed insect-infested dump, 5 star hawaii nope, price trip lifetime, questions dont hesitate e-mail, tex_cattleman yahoo.com,  ",5
"hotels came n.o, jan 23-27 2005. standard jacuzzi room street decent price silly room scary place, room tight recent mechanical fixing doorknob 2ft floor really 6'3 gentleman duck enter, dark room locked gate n't locked, went street better 85/night, told breakfast drinks tea shuttle, gentleman desk saying words weary uninterested, bright spark concierge bored, new room large worn upstairs main building, in-room safe key lock no security avail, woman desk said just key, heater worked 60 85 nothing in-between bathroom tho beautiful exceptionally cold mini-bar alarm type thing 7:30ish morning 10 mins, let desk know said fix, interrupted 6-7 times people rattle door no naps maintenance man came 7pm said laundry maintenance man unlicensed broken, talked 1/2 hr said home shift 10 day fix things, tea laughable room dark joke san diego women afraid dark just turn lights, heat water paper cup use teabags boxes plate danish cookies, shuttle driver did n't know 2 streets quarter mentioned just walked, mollys usually closed staff missing, morning 2nd night saw desk clerk no idea wrong room said maintenance guy said come taken care, breakfast changed hotels 11 maintenance man saw said soon,  ",2
"beware book beware hotel book, planning month trip europe including berlin excited gotten dates confused booked week earlier mistake months advance noticed called hotel just simply change day checking rude refused change dates charged nor issue refund upset wouldnt stay free rooms look dull plane looking peoples pictures, just cant beleve place paying customer customer service bad just imagine having problem room solve nothing probally,  ",1
"friendly helpful nadia hotel just returned long weekend amsterdam staying hotel nadia, surfing hotel fit, arrival impressed friendliness staff welcome drink waiting unpacked.the hotel bed breakfast basis breakfast room overlooking lovely canals, hotel nicely situated not far dam square attractions easily accessable hotel, not like walking tram stop situated just opposite handy city.we enquired times location different places time staff duty extremely helpful directed best way destinations holiday stress free.the stairs steep amsterdam hotels no lift did not deter not problem, case staff times help need luggage bags stairs.i throughly recommend hotel nadia planning stay amsterdam,  ",5
"good hotel recently stayed 2 nights raffles plaza, room south tower renovated couple years ago, stayed hotel years feel rooms getting little old acceptable, room good size bose radio 29 tv.excellent view marina ferris wheel, room balcony great smokers, location good just city hall mrt station, lots good shopping nearby, love bathroom rain shower great soap, breakfast acceptable grand, service excellent check check smooth, complain room cold air,  ",4
"great location great hosts hotel europa close walking distance duomo uffizi ponte vecchio accademia attractions, robert miriam helpful making reservations including finding driver wine country, lovely gracious hosts, rooms large comfortable,  ",5
"great experience stayed hotel november 2008 satisfied, fabrizio tommaso staff super friendly proficient english french, good hotel given location price, quite steps elevator provide help carrying luggage, definitely,  ",5
"dirty hotel rooms stayed miramar final night honeymoon paying extra superior room, hotel ok paid 2 star hotel different website certainly not worth paying 4-5 star rates.the room dirty, carpet not vacuumed bathroom filthy, room marks wall spilt not cleaned, having stayed singapore times certainly not stay, price pick hotels town, swisshotel fabulous choice worth paying extra money,  ",1
"ideal hotel superb staff ideal location want centre barcelona easy areobus airport, room hotel quiet peaceful spite busy las ramblas air conditioning jacuzzi bath adjustable beds perfect hot day doing tourist bit staff helpful friendly provided information advice asked guide, excellent restaurants happy recommend taxidermista placa reial 8 just las ramblas citrus paseo grÜècia 44 just placa catalunya plenty excellent cafe cervesaria tourist bus ideal way city decide want visit day ticket reasonable.the downside noticed sewers occaisionally bit smelly barcelona definitely worth visit,  ",5
"n't waist money like did book family vacation breezes punta cana dominican republic big mistake, read reviews bookt, food terrible staff great, powder juice powder eggs no seafood limited selection inclusive, hotel accomodations not like look virtual reality tour, looking good outside not inside, air conditioning equipment not best working condition, lumpy pillows, terrible, office staff rude, left brother wife stuck airport paid transfer way refuned, understock bar inclusive drinks ran liquor everyday thing, total disapointment,  ",1
"nice overpriced crowded location great right street duke statue trolley stop, ca n't beat location did n't think worth money, better service ammenities, hotels half price block hyatt just nice,  ",3
"wonderful pre-cruise stay husband stayed nights leaving alaska cruise, hotel lovely convenient location, rooms contemporary plenty big people, king bed 19th floor, good view downtown area, unfortunately rain days seattle best, enjoyed afternoon happy hour specials ruth chris steakhouse, ate breakfast filling, definitely recommend hotel, staff friendly helpful, visit seattle loved emerald city, sure book room hotel,  ",5
"living large san francisco, giving hotel 5 stars easy type service deliver, believer pulled night newly finished j.w, marriott hotel union square bad planning, denied late check feeling little green thought chances early check-in omni, having booked travelocity hopes not high, greeted extremely efficient professional evelyn, kind sympathetic, not lesser human booking discount room online service hurray, feeling better, evelyn clicked away keyboard room 10 minutes day turning, enter fernando pleasant chatty bellman know, whisked luggage away nice conversation, arrived simple elegant room handwritten note housekeeper suyuak, sucker personal touch, slipping comfortable robe provided hotel decided order room service kobe burger surely bring, burger arrived delicious, meat lightly spiced hint pepper melted cheddar just right, fries lightly spiced delicious, high school reunion 5 hours away starting feel human, nice nap comfortable bed time shower head evening, end long night decided couple classmates continue reminiscing, called sir francis drake reunion took place asked room service send cart refreshments room, 30 minutes later arrived beautiful cart stemware refreshments snacks waiting, thumbs ms. joanne goddess room dining running floor solo happen, mind manager day told ms. joanne ms. joanne complained muttered word, effortless, time turn happy minty treat pillow turn service, hotels star genre away simple pleasure real treat sheets folded down.when walked counter check following day n't wait shower staff praise, crystal checking chance ask blurted love hotel, crystal proceeded check utmost efficiency showered savings passes nordstrom bloomingdales macy, smart, book room shopping weekend, staff magnificent hotel maintained aesthetically pleasing left really good mood future book directly hotel pay higher price, n't want risk ending hotel,  ",5
"n't nervous resort b/c unfavorable reviews truth nice resort large pretty well-kept, room bit dusty suspect b/c n't occupied, resort busy crowded thanksgiving week, n't partly reason not kind place getting away stretch imagination, beach ok water muddy hell b/c river nearby dumped debris recent rains, food pretty bad way overpriced-and n't kid food no matter hotel restaurant, pool nice 90 canopy joke, drinks overpriced strong, important point make read service terrible disagree-i received great service time-my complaint b/c arrived 4am left dregs room choices, not nicest westin property far not nightmare,  ",3
"good price-value relation stayed hotel week august/06 service n't need tip truthful smile faces people, beach+ swimming pool+ drinks cocktails water soft drinks self-service machines taste terribly bad, facilities- la carte restaurants gourmet restaurant bad service food cases buffet night shows shows ones bad beware local mafia book trips saona book hotel run risk picked fake agent try sell trip,  ",4
"great time beautiful, went celebrate mothers 75th birthday, 15 ranging ages 10 75. kids great time adults, hotel beautiful clean maintained, staff friendly accomodating, bar staff pool bar amazing hector victor bianca beat fun friendly, freddy sky bar makes amazing drinks favorite, people work long hours day usually work 10 days staight bad days cut little slack.the staff organizes things day fun deal, 8 grandkids took segway tour 1hr loved 35, party dove island enjoyed day bit pricey hard details trip booking staff, dancing lessons painting free refresher scuba class sushi lessons free, things expect included inclusive boungy machine 8 5 minutes rip food not bad inclusive resort, enjoyed japanese resturant time went not second time, passions adult ok not favorite, loved breakfast buffett morning omeletts brought stack ones bar staff, bit tiffed grey goose vodka pay, shelf vodka price pay stoli able.all nice place great staff ok food, love beach hot weather, check islands, n't think mother rush group enjoyed stay,  ",4
"needs improvement say hotel stay barely acceptable, mentioned hard main problem condition rooms facilities lack in-room internet service.several things wrong room hair dryer broken sink plunger half broken bathroom looked half cleaned.on service given bad information facilities, told wanted use printer hotel door, course got need key card hyatt, in-fact did printer set-up near elevator just meters desk, printer worked toner starting die.they pool looked clean service friendly, arrange cabs maps, checkout fast, lobby free wireless internet service lobby pretty crappy,  ",2
"n't, chose hotel looked luxurious wanted nice confortable hotel, price high 200 euros night incl, breakfast thought not disapointed, arrived hotel not finished noise staff not able room, wait 3 hours, room nice nothing finished bathroom dirty dust, equipment room disappointing new, furniture broken view room bad not open curtains facing bedroom not sleep nothing prevent light coming room cuold hear corridor noisy, left gave note remarks did not look waiting pay.a bad stay overall,  ",1
"not worth money-horrible bathroom excited stay torre guelfa ended disappointed, hotel run not nearly charming expected, room horribly noisy bathroom worst, toilet tiny room no sink poor ventilation, regular bathroom nicely marble no regular shower, stand tub spray hand sprayer, no wall mount hand sprayer, room dark dreary, place re-vamped great hotel, thing great location, rooftop wine bar overrated, view tremendous time really going spend, rooftop consists approximately little tables chairs, nothing, not stay hotel, n't understand written travel books,  ",1
"loved pr hated coral sea entrance ok elevator fits people atime floor feel bad horror movie rooms dirty sheets blankets badly stained, booked hotwire paid 85.00 night not expecting way amenities husband not hard hoped clean hotel not close, honestly sight smell rooms hallways sick stomach paying maybe paying 25.00 night hotel nothing, iwould stay beg price appealing not worth ruining trip stay, hand pr soooo beautiful visit beaches fajardo el yunque rain forest, dont stay coral sea,  ",1
"great hotel booked hotel using points glad did, metro close easy use, yes business area town walk blocks bakeries grocery store, need gourmet picnic room need save bucks ate 150 dinner night typical paris, polite friendly extremely helpful, amenities gal robes slippers turndown service night, personally spent 500+ hotel, probably not traveling business points use definitely stay,  ",4
"not stay hotel, daughter hen weekend 18 girls aged 15 51 looking forward trip got hotel, life met rude obnoxious, not accept hotel vouchers took photocopies passports credit cards lost identity fraud come.the rooms quite nice stuck hotel hot stuffy 3 people stuck room meant 2 bathroom n't swing cat in.they blocked 1 rooms n't accept paid proof hotel vouchers, key cards hardly worked staff wanted re-scan them.never safe staff said key safe easy open thieves copied them.do not ask reception staff order cab won't.do not ask mini-bar tell supermarket.breakfast 4* hotel awful cereals uncooked bacon snotty eggs croisants lucky.do not expect 4* definately 2*.oh bar open.the good point central.sorry good point grand hotel barcino quite alot hey ho.do not stay spoil holiday,  ",1
"no air conditioning clarendon, not, stayed clarendon night president day weekend, planned stay nights air conditioning not working room unbearably hot miserable left night, received small discount honestly not compensate truly sleepless night, travel fair hotel substandard way, read checked overheard staff member talking phone n't sure continue working clarendon probation ok'ed-we assuming probation officer, did n't make feel real comfortable handing credit card, room warm smelled musty entered immediately turned ac, left couple hours dinner returned warm, called desk said did not ac chiller broken morning suggested open windows turn small fan bedside table, opened window awhile noisy traffic aircraft area, stayed night hot sticky uncomfortable time, morning went desk explained needed leave unable sleep lack ac, admitted cooler broken holiday weekend hard expensive fix, things know clarendon, area phoenix ok stay group not place, hotel rooms concrete block bad stucco finish poor paint job, bathroom literally no bigger 5 5 feet tub area poor quality refinishing job sink not bathroom, carpet really carpet squares closet covered curtain rod loose falling wall, curtains stretched canvas paintings slide windows bedroom not big cover entire window bedroom eery light parking lot night, accidentally touched inside window opened fingers turned black dirt-they dirty inside, honors bar area filled pringles mm 25 condom kit, hotel marked nonsmoking noticed cigarette butts stairwells, breakfast consisted dirty looking coffee pots coffee filled grounds bagels nothing jelly spread types muffins dried looking danish, staff friendly unable simplest directions like nearby highway, truly worst places encountered travels, recommend hesitation homeless 20 somethings truly enjoyed dorm living need make 12 hour international phone loved calls included room, remember not ac,  ",1
"stay clear-absolutely awful, doubt worst place stayed, problem check procedure, man reception inefficient person seen-it like scene fawlty towers-he real life manuel, basically ignored half hour start checking tell way couples came check out.next problem room room floor requested room lower levels, room tiny depresing, sounded like earthquake 5 minutes metro underneath passed windows literally shake-it unbelieveable, didnt try rooms trouble checking just face again.next problem bathroom leading bath steps really shiny tiled floor-no grip whatsoever, having shower boyfriend slipped floor fell steps really hurt steps, lot pain rest trip bruising reminder, breakfast hotel-my reason refused pay money, little shop supposed open from7-7, seen open hour, bought bottle water shop girl counter speak english resorted doing gestures tell looking drink, recommend stay, great location really miserable excuse hotel,  ",1
"superb concierge wife stayed 4 points 7 nights 16th april 23rd april 2006. hotel excellent way, great location great service good room, no complaints, particular like praise concierge mr. jeff place just fantastic, went way help relax gave excellent advise, entire concierge staff helpful jeff just outstanding, predict guy going places no pun intended, definitely stay 4 points,  ",5
"disaster, awful experience, travelling daughters mother law arrived messed booking no rooms, said just sister hotel pay taxi, asked map long way away, staff unhelpful did not ask seat long journey, no intention giving refund either.i refused hotel specifically booked centre mother law walk florence, make fuss ask manager staff started ringing hotel piazza santa novella finally agreed, luckily grand minerva better hotel staff fantastic giving choice twin rooms suite shown deciding, telling travel agent not send boscolo astoria recommending grand minerva,  ",1
